,Unnamed: 0,댓글
0,0,참 조근조근 말씀을 잘 하시는듯.감사드려요.
1,1,7
2,2,선생님은 환자의 고통을 진심으로 이해하시고 공감하시는 좋은 분으로 보입니다.
3,3,좋게 봐주셔서 감사합니다. 바른 진료를 제공하기 위해  최선을 다하겠습니다.
4,4,선생님  강의 귀에 쏙 쏙 들어옵니다꼭 실천해서 번비탈출 하겠습니다
5,5,편안한 설명 잘 들었습니다. 고맙습니다.
6,6,잘 들어주셔서 감사합니다
7,7,이 의사선생님은 설명을 참 조리있게 잘 해 주셔서 변비에 대해 많이 배웠습니다~^^
8,8,감사합니다. 중앙항외과 윤상민입니다. 앞으로 더 좋은 정보를 제공할 수 있도록 하겠습니다.
9,9, @centum중앙항외과  주소를알고자합니다
10,10,주소를알고자합니다
11,11,¹ㅂ1¹1ㅂㅃㅂㅂㅂㅂㅂㅃㅃㅃㅃㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅃㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅃㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅃㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅃㅂㅂㅂㅂㅂㅂㅂㅃㅃ
12,12, @김정현   중앙항외과입니다. 경기도 안양시 만안구 안양로 142 입니다. 내원하시게 되면 최선을 다하여 진료하도록 하겠습니다.
13,13, @centum중앙항외과  치아치료후에는변바가없어질까요
14,14,중요한정보  마니배웠습니다.넘넘넘 감사합니다 ^^
15,15,도움이 되셨다니 기쁩니다. 오늘도 굿똥하십시오
16,16,선생님 방송잘들었어요^^파킨슨병 환자에게 도움이 되는 방법도 있나요?
17,17,답변이 늦어 죄송합니다. 파킨슨병 환자 분들은 식이섬유를 드시면 오히려 장이 식이섬유를 감당하지 못해 배가더 부풀어오르고 빵빵해 질 수도 있습니다. 이럴 땐 장운동 촉진을 유도하는 약이 더 효과적일 수 있습니다. 정확한 내용은 치료 받으시는 병원의 원장님과 상의하셔서 관리해주시는 것이 좋습니다.
18,18,꼼꼼한 답변 감사합니다.️
19,19,도움이 되셨다니 다행입니다. 오늘도 굿똥하십시오.
20,20,힘 을줘도 땅콩만한것도 나오지 못하니 참 힘드네요 ~~다리가 달달 떨릴정도로 힘주는데도 ~~오늘 잘듣고 갑니다 
21,21,응원의 댓글 감사합니다! (정 PD)
22,22,변비가 좀 있었는데요.. 감사드립니다도움이 됐습니다..ㅎㅎ
23,23,도움이 되셨다니 기쁩니다. 오늘도 굿똥하세요.
24,24,선생님 좋은정보잘듣고 있읍니다 이제본답니다 응원하겠읍니다 사랑합니다
25,25,감사합니다. 오늘도 굿똥하세요
26,26,선생님  좋은 정보 너무 감사드려요  치질수술 후로  정말 많이 고생했거든요
27,27,"치질 수술을 하셨군요. 치질 수술 후, 배변 관리를 잘 해주셔야 재발하지 않습니다. 궁금하신 점은 언제든 댓글로 남겨주세요. 감사합니다"
28,28,예^^  선생님 감사합니다   제가  수술 후로  변비를  없애보고자  일부러  식이섬유가 많이 들어간 음식  예를 들어  무우나  바나나 사과  오이  계란 등등   이런 걸 많이  먹는데요  화장실에  앉을때마다  잦아지는  좀  말씀드리기  부끄럽지만요   방귀나   가스도  잘 차는 편이구요   외치핵으로 수술받았는데   아무래도  음식을  주의해야겠죠???   그리고  지금은   유산균   많이  먹고  있는데   이비인후과 진료로  가끔씩항생제도  먹고  있어요운동도  많이 하면서   예전보다 더 나을 순  없겠지만그래도선생님의 말씀처럼   꼼꼼히  관리 잘해야겠네요  감사드립니다!!!
29,29, @박춘화   꾸준히 관리하시면 좋은 결과 있으실 겁니다. 응원하겠습니다.
30,30,예^^  선생님  감사합니다!!!!!!
31,31, @centum중앙항외과 의사6
