,Unnamed: 0,댓글
0,0,고맙습니다.잘보고 공부 많이했습니다~
1,1,감사합니다 유용한 강의였습니다
2,2,훌륭한 강연 감사합니다.
3,3,진신민 6/
4,4,정말유익한 강의였습니다
5,5,아니시면ᆢ질문자의 물음을교수님께서 이해했고ᆢ또 방청자들이 알아들을수있는선에서 간단히 밝힐수 있는것(교수님의능력)이매우중요한것입니다완전한 강연*을 바랩니다!
6,6,이 분  강의 참 기발하네요. 57:00 즈음부터 왕비 납치 이야기에서 도출하는 결론이 참으로 심플하네요.이분 호메로스  강의에서도 기발한 결론으로 풀쩍 도약하시더니 . . .
7,7,이분 강의찾아서 듣고 있습니다 빠져드는 기분입니다
8,8,감사합니다.
9,9,좋은 정보 감사합니다
10,10,감사합니다!
11,11,강의 넘넘 잘 보고 있습니다. 그런데 인도인의 yes 표현은 우리의 no표현과는 다릅니다. no는 얼굴을 기준으로 좌우로 흔든다면 인도인의 yes는 정수리를 기준으로 좌우로 흔드는겁니다. 언뜻 보면 비슷해 보일 수 있어도 사실 완전 달라요 :)
12,12,마르크스가 말한 종교를 좁은 의미로 본다면 아편이라는 말에 동의할지 몰라도 종교라는 것을 일종의 인간이 가지는 형이상학이라고 생각한다면 어떤 인간도 어떤 형태로든 피할 수 없는 숙명이라고 생각합니다. 자신만 느끼고 있지 못할 뿐이지요. 왜냐하면 인간이란 자신 주위의 현상을 어떤 방식으로든 추상화하지 않고는 살아갈 수 없는 동물이거든요. 하지만 그 방법이 제각각 다르고 그래서 너무도 다양한 형태의 종교가 나타날 수 밖에 없는 근본적인 이유도 바로 그런 본성에 기인한다고 봅니다. 심지어는 자신은 그런 추상화도 형이상학도 종교도 가지고 있지 않다고 믿기도 합니다. 그걸 과학이라고 믿으면서. 하지만 사실 따지고 보면 현대과학이라는 것도 어떤 정상상태의 믿은 체계에 불과할 수 있다는 점은 누차 지적되어온 바라고 생각됩니다. 유사종교라고 불리는 이데올로기는 말할 것도 없고. 그렇게 따지면 그런 말을 하는 마르크스 자신도 실은 일종의 종교에 빠져 있는 상태가 아니었던가 그런 결론을 내리고 싶네요. ㅋ
13,13,멋진댓글 잘보고 갑니다 토론해보고 싶은 논제입니다
14,14,잘 들었습니다.
15,15,깊이 있는 강의였으면 하는 아쉬움이 큽니다.
16,16,EBS에서 하신 강의보다 여기가 더 좋은것 같네요 EBS는 너무 딱딱해보였습니다.^^
17,17,종교가 민중의 아편이라는 말은 진실은 아닐지 몰라도 상당한 진실을 포함하고 있다고 생각.
18,18,죽기직전 통증을 줄이기 위할때는 약이 되지만젊어서 중독되면 정신건강에 해가되고 약장수만 막대한 돈벌어주는 맹독이라는점은 일맥상통함.교수님생각에 동의합니다.교회는 실제 인맥형성위한 도구이고 댓가는 헌금이죠.
19,19,종교학자는 세상 그 누구보다 그 언행이 조심스러워야한다고 생각함.
20,20,흠.. 저는 힌두교의 교리와 힌두교에서 무엇을 추구하는지 힌두교 자체에 대해 알고 싶었는데 힌두교와 인도의 역사가 주된 내용이였네요. 아무래도 종교인이 아니라 교수님이셔서 좀 더 학문적으로 다가가시네요.
21,21,"종교란 지배계급이 비지배계급을 관리하는 수단으로 사용하기 위하여 만들어진 하나의 믿음생활이다.신앙생활은 이와는 다르다. 종교와는 아무 관계없이 믿음을 기초로 자기관리를 위한 생활수단이다.종교는 샤머니즘능 포함하여 수천가지인데 그중의 제일은 ""사랑""이라는 믿음생활이다."
22,22,저는 종교를 갖고 있습니다~^^ 기복적  종교 행사는 배제하고~^^설만 믿습니다~^^종교를 통해서 나의 어리석음을 깨며 사는것이 내 종교의 역활이라 생각합니다
