,Unnamed: 0,댓글
0,0,이거 보면서 느꼈던게 여행은 어딜가느냐보다 누구와 함께하느냐가 더 중요하다는거였음
1,1,이거 진짜인게 방구석에 있어도 누구랑 있냐에 따라 그 곳이 롯데월드 이상의 재미임ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2,2,ㄹㅇ 학교끝나고 친구네 집가서 놀아도 이유없이 ㅈㄴ웃고 재밌을때 많음 ㅋㅋ
3,3,:우쥬븨행 좋은 말인데 왜 처비꼬냐
4,4, @우쥬븨행  넌 걍 집에서 나오지 마라 주변인에게 해롭다..
5,5, @우쥬븨행  와 개 찐ㄷㄷㅏ 같다
6,6,:우쥬븨행 남이사 어딜가든 님이 왜 정해주고 있음 ㅋㅋㅋㅋ
7,7, @우쥬븨행  그..뭐지..?븅딱?같달까
8,8,:우쥬븨행 글 요점을 1도 이해 못하는데 일상생활 가능?
9,9, @우쥬븨행  현실에서 어떨지 눈에 보이누
10,10, @우쥬븨행  이새끼 담당일진 쳐자고있나보네ㅋㅋ 다리에 담배빵 하나 나봐야 정신차리지
11,11,이편은 진짜 멤버들 행복하게 웃는 모습때문에 보는 나도 행복
12,12,소소한행복너무행복해보임 ㅋㅋ
13,13,이건 환장하는 멤버들과 정반대의 자막이 진짜 개웃김다들 막 짜증내는데 자막은 벅찬 감동 ㅇㅈㄹㅋㅋㅋㅋㅋㅋㅋㅋㅋ
14,14,ㄹㅇ 자막이 존나 뻔뻔해서 웃김
15,15,ㄹㅇ ㅋㅋㅋㅋㄱㄲㅋㅋㅋㄱㅋ
16,16,역시 김태호 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
17,17,3:24 예상치 못한 최고급시설ㅋㅋㅋㅋ
18,18,근데 갈수록 다들 즐김 ㅋㅋ
19,19,진짜ㅋㅋㅋㅋㅋㅋㅋㅋㅋ이런거 너무좋음
20,20, @P Jjk  ㅑ
21,21,태평양만한 워터풀 ㅋㅋㅋㅋㅋ
22,22,엄청난 높이!ㅇㅈㄹ 존나웃겨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
23,23,4:58 해외만 나오면 능력폭발ㅋㅋㅋㅋ
24,24,각자 생각하는 킬포인트가 다 다른걸보면 무한도전은 전체가 레전드인듯
25,25,​ @CSC  어디 한편인가.. 이어붙이면 과장 조금 보태서 10년 내내 다 그냥 레전드였음 못하면 못해서 레전드 진짜 잘하면 잘해서 레전드 ㅋㅋ 이런 프로 언제 또 볼 수 있을까...
26,26,"인도편,서바이벌동거동락편(정재형나온거말고 삼주짜리특집있었음) 빼고."
27,27, @서이명  티키타카가 좋으니까 무도자체가 거의다 레전드 ㅋㅋㄱㅋㅋ
28,28,ㅇㅈ
29,29,뭘하고 못하고가 문제가 아닌듯 ㅋㅋ 그냥 모아놓고 얘기 좀 하게하면 바로 ㄹㅈㄷ 찍음 ㅋㅋㅋ
30,30,이거 씹명언이다
31,31,당시에 노잼 소리 들었던 특집도 지금 예능보다 보면 선녀ㅠ
32,32, @우와  1년이나 지났지만 그 망한편들도 솔까 지금 예능이랑 비교해봐라 … 망한편이 더재밌음
33,33,인간적으로 방구석에서 휴가 보내는데 저렇게 재미를 뽑을 수가 있나ㅋㅋㅋㅋㅋㅋㅋㅋ정말 스텝까지 미쳐있었던 무한도전ㅋㅋㅋㅋㅋㅋㅋㅋ
34,34,ad gt 별걸로 또..
35,35, @tpqmfkstm  본인이 재밌다는걸 왜 님이 난리에요
36,36,진ㄴ짜 방구석에서 유일하게 개꿀잼 뽑아내던 1박2일 무도 진짜민박만있어도재밌는건1박2일
37,37, @박재혁  뭐라너
38,38, @박재혁  ?
39,39," @박재혁  에잉,,,뭐라는거야 쯧"
40,40,레전드급 편.......................... 초반부 방콕인지 아닌지 실랑이 부분+ 물놀이+ 작가 춤+ 맴버들의 행복미소 가 레전드를 이룸.
41,41,ㅇㅈ
42,42,+ 해산물잡기
43,43,맴맴맴 매미 가 웁니다
44,44,스킨스쿠버가 진리징.
