,Unnamed: 0,댓글
0,0,항상 감사드립니다.   아침에는 항상 아트라온님의 소식이 기다려지고  출근하면서 잘 듣고 있네요  ~~^^
1,1,아침방송이 좋긴하지만 건강을 먼저 생각하셔야되겠죠항상 응원할께요~
2,2,늘감사합니다!
3,3,감사합니다^^방송시간 기침상관없습니다ㅎㅎ감사할뿐^^
4,4,저도 감사드립니다 ^^
5,5,무조건 그냥 진행하세요.차분하식고 듣기에 참 편안 진행이 좋습니다.기침나면 편하게 기침하세요.기침을 참으니까 더 잔기침이 나려하는것도 있는것같아요
6,6,기침은 듣는데 전혀 상관없어요~ 좋은 정보 감사해요
7,7,도움이 되셨다니 감사합니다^^
8,8,배도라지가 기관지에 최고~저도 경험했구요~기관지 잘 보호하세요
9,9,배도라지 청 뜨뜻한 물에 녹여드시면 좋을거예요~ 기관지에 좋아요 
10,10,다른유튜버에는 가입이라는단어가있든대 암튼해볼께요. 늘감사드려요. 
11,11,감사합니다
12,12,저도 감사합니다 ^^
13,13,젊을때 기관지가 약해서 똑같은 증상을 오래 격었었는데 배를 많이 먹어라는 조언으로 극복한기억이 있는데 한번 시도해보세요
14,14,기침이 많이걱정되네요 꽤 오래가시는것 같은데....
15,15,이비인후과 좀 가셔야 할듯요
