,Unnamed: 0,댓글
0,0,말씀듣고 참고하여 공부할수 있어 좋네요. 감사합니다
1,1,영상 도움 많이 받고있습니다.소개해주시는 기업 참고해서나름대로 공부하고 투자해작년시장에서 총 20%수익봤습니다.올해도 20%수익이 목표입니다.염이사님.감사합니다.부지런히 공부하는사람만이 살아남는곳이주식시장이라는거 느끼고있습니다.
2,2,아무리 좋아도 기술적 분석 하고 들어가야 함
3,3,염이사님 수고하셨습니다 덕분에 공부 잘 했습니다 감사합니다 항상 건강하시고 행복하세요 
4,4,"현대차, 기아차 들고 있으면 속이 편해지기는 커녕 답답해서 암 걸려요.."
5,5,마지막까지 화이팅입니다 이사님~
6,6,요즘 꼭 찾아보고 공부하고있어여~~  감사합니다^^
7,7,감사합니다~~ 영상 만드시느라 정말 고생이 많으십니다~~ 즐거운 주말 보내세요^^
8,8,오늘 시장 시황  기업 설명  넘 감사 합니다~  염이사님이랑 끝까지 함께 가겠습니다~ 염이사님 화이팅
9,9,이사님 감사합니다 ^
10,10,언제나 감사합니다 이사님 최고
11,11,열공합니다 염이사님
12,12,속이 다편해지는 매수하기 좋은  저평가된 주식은... 그게 두말하면 잔소리지... 글로벌 반도체 파운드리 넘버원 삼성전자다.
13,13,염이사님 감사합니다~~주식 전체 흐름공부하는데 많은도움 받고 있습니다.
14,14,늘 원론적 ㅜㅜ 답 없음 전문가분들 ~ 대체로 투자 긍정 낙관주의ㅜㅜ 이 분들 말씀 참고했다가 30% 깨짐주식 조심해야 ;; 완전 스트네스
15,15,2021년에 저평가 종목을 추전했다면  염이사님이 추천한 수익이 수반되지 않는 무늬만 성장주식에 투자하여 대규모 투자손실을 입지 않았을 텐데요^^
16,16,염이사님~여기서도 수고하시네요~감사합니다근데 가치주...아직도 웃으려면 멀었어요~너무 하락해서ㅠㅠ
17,17,염이사님   감사합니다 ^^
18,18,염이사님!!마감 시황분석 감사합니다
19,19,감사합니다 이사님~!
20,20,염이사님 항상 감드려요~~도움이  되고 있어요
21,21,얼마나 많이 발랐는지 !   게임에 나타나는 여주인공 갖네!!!
22,22,감사합니다 ~
23,23,좋은 정보 늘 감사합니다!!^^앞으로 이 방송 챙겨 봐야겠네요!!^^유익하네요!!시간도 길어서 좋아요!!^^♡♡♡♡♡
24,24,수고하셨어요 잘보고있어요 이사님
25,25,"염이사의 18번지 ""너무 걱정하지 마세요""그러나 논조는 3개월전과는 많이 달라졌다. 주식 시장이 약세로 돌아서면 염이사와 같은 자들이 사라지거나  입지가 약화 될 것이다.  시장 분위기 파악에만 참조하면 될 듯 ---   그외에는 거의 하나마나한 말 뿐임"
26,26,공부해서 알려 주시니까 너무 감사해요.  투자 선택은 개인이 하는거고 저는 염이사님 말씀하신 종목으로 이익봤습니다.자신의 선택에 남탓하지 마시길~~
27,27,올해도 온 유툽 도배하며 추천하고 다니네ㅠㅠ
28,28,16:20 현대모비스
29,29,염라대왕이 추천한 종목은 모조리 망가져버렸으니까속이 다 편하시다고요 ?
30,30,염반꿀 항상 감사합니다
31,31,염블리이사님 방송 들으며 도움 많이 받고 있습니다.
32,32,이분 말듣고 21년도초에 kt&g  샀다가 -11%
33,33,JB금융 많이 올랐습니다.배당율도 낮구요하나금융지주가 더 저렴합니다.배당율도 좋구요.지방은행이 5대 금융지주보다 더 고평가 받은적은 JB가 처음일것 입니다.제가 모르는 모면텀이 있는지는 잘모르겠습니다.
34,34,감사히 잘 보겠습니다 이사님
35,35,"DL건설 -15%, KODEX 바이오 -22%, 기아는 보합, 그외등등 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
36,36,"매번 틀리면 그만할 때도 되었는데,,,이제 그만두고 싶어도 그만두기도 힘든 지경이 되었네요. 이곳저곳 나오느라 공부할 시간도 없을텐데요... 이건 마치 김제동에게 헌법강의를 듣는 기분이네요."
37,37,내가 보유한 종목 이놈 나와서 언급하면 진짜 긴장된다~~~급락할까봐서~~
38,38,이렇게 명쾌하게 각 섹터 언급해줄 수 있는 전문가는 몇 안되죠. 그만큼 공부를 많이 하신다는 말이니 개인은 그 중에 골라 또 공부하면 되는 거. 투자는 본인 몫인데 유치원보다 유치원생이 많은 게 국내장이란 걸 종토방과 댓글들 보며 실감합니다. 염이사님 늘 감사합니다.
39,39,염이사님 작년초부터 잘 듣고 있습니다당시 국내주식에 얘기듣고 30% 손해보고반대로 미국주식으로 갈아타서 70% 수익중입니다
40,40,염선생님 감이 많이 떨어지셨나봐요~
41,41,염이사님 수고하셨습니다
42,42,염승환.이친구는.증시로먹고사는.사람이라.주식을계속하라고.현혹하고있구나.초보개인들.조심하세요.
43,43,"염이사님 방송보고, 투 자해서  대부분 수익보고 있습니다. 가끔 많이 올랐을 때 수익을 못챙기고 다시 내려온 적은 있어도 손해는 안 봤습니다.정말 공부 많이 하셔서 알려주시는 정보 너무 소중하고 항상 감사하고 있습니다."
44,44,
45,45,염이사님 감사합니다 열공합니다
46,46,투자자들이라면 지난해 염이사님니 추천한 종목의 70%는 영업실적이 수반되지 않는 무늬만 성장주식이라는 것을 확인할 수 있습니다. 이는 주가 결정원리도 모르고 주식종목을 추천한다는 증거가 될 수 있습니다.  환율과 주식시장 상호작용관계도 이해하지 못하고 있는 것이 현실이고요...
47,47,염이사님 강력 추천 종목들 손해가 너무 심해서 언제 회복될지 막막합니다.
48,48,염린이였는데 작년  상승장에 인기 좀 얻고 ㅋㅋㅋ지금도 염린이 수준 !  다른 패널 은  없는지 눈에 너무 자주 띄어요
49,49,저도 염이사님 탓 하긴 싫었는데 물 타도 탈출 못하고 있는 현대모비스와 현대리바트 보고있자면 속이 답답해요 고점에서 추천해줌  ㅠㅠㅠㅠ
50,50,"미국이 성장주가 얼마나 비싼지 아나요? 이게 이제부터 빠지는데 , 국내주식을 너무 쉽게 생각하지말고.손해보험주가 올해 주도주입니다."
51,51,오늘도감사합니다 염블리님 좋은말씀 잘듣고이습니다
