,Unnamed: 0,댓글
0,0,오늘부터 내 동생 나단이
1,1,아. 정.말.좋.습.니.다.
2,2,존잘
3,3,유튜브 한번 같이 또 찍어주세요!
4,4,나도 되고싶다 동생....._(:0」∠)_
5,5,나단이~ 밤에 나다니지마러~
6,6,요즘 싸공이 돈 좀 만진다고 건방져지긴했어
7,7,나단사진=흑백사진 너무 웃겼어요^^* 
8,8,용진님 손짓이 프로페셔널하고 아주 귀엽습니다
9,9,웃는 소리 진짜 사람인가요? 별룬데 진짜 ㅠ
10,10,아 뭐야 진용진 짭이네
11,11,돈트라잇 디스 앳 홈! 불러주셔서 너무너무너무 감사해요️ 터키즈 만세!
12,12,찐이다 올라가 동생
13,13,너무 유쾌하고 재밌으세요
14,14,진짜웃기네이분ㅋㅋㅋ
15,15,헐 찐이다
16,16,혹시 어디 조씨야?
17,17,이모티콘 색깔이...?
18,18,응원합니다 너무 재밌어요 조나단ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
19,19,빨리 이름 옆에 v 달길
20,20,나단이 너무 재밌음 ㅋㅋㅋㅋㅋㅋㅋ
21,21,빨리 고정해주세요
22,22,인종개그 하고 빠져나가보시죠? 했을때이용진님 입꾹닫 우물쭈물 하는게 너무 웃김ㅋㅋㅋㅋㅋㅋ+)썸네일 문구를 영어로 더보기란이나 추가할 영어자막에 적으면 좋을것 같아요! 썸네일 문구가 한글로만 돼있어서 오해하시는 외국분들이 있네요
23,23,진짜 찐으로 당황한 것 같으신데 너무 웃겨욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이건 정말 기출에서도 없던 거잖앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
24,24,ㄹㅇㅋㅋ
25,25,🇧🇷🇰🇷
26,26,진짜 전무후무한 캐릭터다 ㅋㅋㅋㅋㅋㅋㅋㅋ인종을 이용하다닠ㅋㅋㅋㅋㅋㅋㅋ
27,27,오히려 저렇게 개그화시키니까 사람들이 더 편해하고 다가가기 쉽고 너무 좋은데요 나단이 진짜 대단 한국살면서 힘든적도 많았을텐데 아버지는 무시도 많이 당하고 엄청 힘드셨다 그러던데...
28,28,이용진 센스도 발군이지만 유튜브 컨텐츠인데도 인종차별 갖고 아슬아슬하게 줄안타고 조나단이 유도했는데도 희화화에 동조하지 않고 안웃는데서 인품이 돋보이는 진행력이 다시보임.
29,29,ㅇㅈㅇㅈ
30,30,ㅠㅠ 너무 좋아..
31,31,🇧🇷🇰🇷
32,32,오취리와 나단이의 차이 ㅋㅋㅋㅋ
33,33,진짜 조나단 자존감이 엄청 높은것같아서 존경스럽다
34,34,ISFP-t
35,35,터퀴즈 왕팬이지만 이번화는 베오베. 샌드박스 센스있네 나단이영입 대환영!!!! ㅠ0 ㅠ
36,36,띠용ㅋㅋㅋ
37,37,←현 걸구룹ㅂj 아무것도 안입고 오일샤워 방송중인거 겨우 찾았어   없어지기 전에 빨리 보던가!!!
38,38,ㅇㅏ주라 화이팅!!!
39,39,🇧🇷🇰🇷
40,40,조나단 입담 진짜 장난아니다ㅋㅋㅋㅋㅋㅋㅋㅋ센스 넘치면서도 절대 선을 안 넘는게 ㄹㅇ대단하네..ㅋㅋ
41,41,⇦ 삭제되기 전에 빨리 채널 확인하세요  조건 같은거 없이 그냥 즐기기만 하시면 됩니다
42,42,ㅇㅈ ㄹㅇ이용진이랑 티키타카 하는거 첨본듯
43,43,매트리스 썰푸는거는 진짜 존나웃겼다
44,44,여기도 계시고
45,45,누우면 다음날이에요ㅋㅋㅋㅋㅋ
46,46,나단님 고등학생 때 종종 오셨던 드롭탑에서 알바 한적 있는데 정말 인사성 밝고 착한 분이었어요. 매장에 방문하지 않으셨을 때도 밖에 쓰레기 버리러 가는 길에 마주치면 인사해주시는 모습에 많이 감동했어요! 요즘 여러 매체에 나와서 승승장구 하시는 모습 보니 더욱 잘 됐으면 좋겠고 기분이 좋네요! 언제나 파이팅 하시구 이렇게 밝고 재밌는 모습 자주 비춰주세요!
47,47,←현 걸구룹ㅂj 아무것도 안입고 오일샤워 방송중인거 겨우 찾았어   없어지기 전에 빨리 보던가!!!
48,48,밝은모습...?
49,49,원랜 어두웠나요?
50,50,🇧🇷🇰🇷
51,51,조나단 진짜 코미디언이야 그냥 ㅋㅋㅋ 입담 너무 너무 재밌담 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
