,Unnamed: 0,댓글
0,0,추간판탈출증으로 7월부터 시술과 온갖 주사치료 받았고 7-8월은 정말 누워만 지냈습니다. 원장님 영상보고 꾸준하게 훈련하고 정보를 얻고 노력하다보니두군데서 수술하자는거버티고버텨 5개월만에 일상생활가능해졌습니다!
1,1,호날도  어덯게 노력하섰나요 알려주세요저는 허리 통증만너무 아프니다
2,2,호날도 저는 허리추간판탈증 4 번5번찢어짓고 시술 2번했어요
3,3, @5 0  많이 고생하셨군요 ㅠㅠ일단 지금도 완쾌는 아닙니다다만 이경석원장님께서 말한거처럼일상생활가능한정도로 올라온건데일단 걷기가 가능한 시점부터꾸준히 걷기 했습니다(바르게)그러면서 10분 30분 1시간 2..3시간 늘려가면서 주 4-5회는 꾸준히 하다보니 점차 좋아지는게 느껴지던구요하지만 아직도 아침에 일어날때가 젤 괴롭네요신경차단주사 2회정도 더 맞았구요
4,4, @호날도  감사합니다
5,5,저와 비슷합니다대단하시네요..저는 발등부터 허벅지까지 절여서 너무 괴로워요.수술1년이 되었어요. 정말 우울해요.
6,6,걷기와 수영이 저에게는 도움이 되었어요.화이티입기당^^
7,7,"아프고 나니,  자세의 습관이 얼마나 중요한지 새삼느끼는 나날입니다~  온몸으로 열강하시는 모습에 감동과 찬사를 보냅니다~~!!!!!"
8,8,ㅇㅅ
9,9,1.허리숙이지말라.2 .숙인 자세에서 허리 비틀지말라.3.너무 오래 앉아있지 말라.4.스트레칭. 운동으로 허리 근육을 키워라.
10,10,지난 토욜 쌤 진료일 맞춰 진료받았네요~감사합니다~  친절한상담 .여유있는 상담 진심 감사합니다~한참 기다려  잠깐 몇분 형식적인 의사쌤들만 만나다가 예약시간 맞춰 여유있게 상세히 설명해주시니 감동이네요~  열심 잘 관리해서 병원에서 쌤 보는 일 없도록 하겠습니다~~^^
11,11,넘 재미있고 쉽게 설명을 잘 하세요 허리 숙여 물건 집는 일은 절대 하지 말아야겠어요 .  유용한 영상 감사합니다 !
12,12,10년넘게 디스크 내장증으로 고통받고 있는데  큰 도움이 될 것 같습니다.  고맙습니다^^
13,13,ㅋㅋㅋㅋ 선생님 너무 재밌게 설명해주셔서 이해가 더 잘되네요. 감사합니다 
14,14,"척추에 부담 주지 않고 안전하게 할 수 있는 스트레칭, 허리 근육 강화 운동을 소개해 주시면 고맙겠습니다."
15,15,와 선생님 짱 감사합니다.허리수술한 지 10년째인데 슬슬 통증이 살아나고 있느 중입니다. 좋은 정보 잘 활용해서 통증 줄여보겠습니다
16,16,"자는 자세법과 그에따른 베개선택, 앉는 자세와 침대선택등 그동안 혼동되던 많은 정보들을 싹 한번에정리해주셨어요. 거북목에 등과 허리가 불편했는데 큰 도움되었습니다.감사합니다."
17,17,"디스크 재발해서 웬만한 좋다는 교정 자세 영상등은 거의 본것 같은데, 처음 보는 정보들이라 너무 좋아요. 감사합니다."
18,18,온몸으로 전달해 주시는 소중한 정보 감사합니다^^
19,19,척추에 관해 한번에  몰아 볼 수 있어서 정말 좋군요. 일상이 바쁜 지인들에게 많이 공유했어요.
20,20,몸소 시범 보이시며 열정적으로 설명해 주시는원장님  진심으로 감사드립니다완전 감동입니다~^^
21,21,의사샘이 재미있고 구독자의 눈높이에 맞추려는 모습이 보기 좋네요.오늘 처음 들어왔는데 저도 도움받았네요.좋은 영상 올려주셔서 감사합니다.^^
22,22,간단하지만 효과는 극대화~ 이런 분이 명의 이십니다!원장님 너무 감사드립니다. 
23,23,이경석원장님 너무  강사합니다.정말 위대한 정보 입니다. 축복받으세요!..^^
24,24,원장님  감사합니다바른자세의  중요성을   다시  한번  되새겨  보는  시간이었습니다~^^
25,25,원장님 열정적이라서 아주 좋습니다. 
26,26,쉬운 예를들어가며 너무 설명 잘해주시고 꿀팁 대방출 해주셔서 감사해요~ 성격도 털털하고 잼있고 너무 좋으신거 같아서 편하게 봤습니다^^
27,27,즐거운 하루되세요~
28,28,감사합니다 좋은 꿀팁이 되었습니다 ><  !! 재택근무로 바닥에 앉아서 하는 버전도 알려주셨으면 좋겠습니다!
29,29,매불쇼에서 첨 뵌 이경석 원장님~~좋은정보 항상 감사드려요~~성격좋으시고 재밌으시고~~~친근한 의사 이경석쌤 포에버~~~~^^
30,30,좋은 상식을 알려주셔 진심 감사합니다. 나날이 행복하시고 건강하시길 바랍니다.
31,31,미국에서 선생님 영상을 우연히 보게 되었는데  너무 유익하네요제가 목과 허리 통증으로 고생하고 있는데 한국에 나가면 병원에 꼭 들리겠습니다 좋은 정보 너무 감사드려요
32,32,몰아보기 함께 합니다 이경석 원장님 .
33,33,너무 많은 도움이 됐습니다. 감사합니다^^
34,34,이원장님 영상은 유익하기도 하지만 유쾌해서 조음
35,35,"원장님 영상보며 스트레칭 하고 있는 사람입니다.디스크와 협착으로 시술했는데요.저와같은 사람들을위해,서서하는 스트레칭과 코어강화운동,누워서 하는  스트레칭과 코어운동,헬스기구를 사용할수있는 단계적인 운동등,한번에 몰아서 볼수있게 영상을 만들어 주시면 고맙겠습니다."
36,36,"와 진짜 열심히 설명해주신다,감사해요~~♡"
37,37,감사합니다   잘못된자세에서의 숙임은 물론 무리가 되지만  우리는 척추만 있는게 아니라 근육이 있기에  그 근육을 잘 활용하는 지혜로움이 필요하네요^^
38,38,메트리스 베게진짜 좋아요 적극추천 써보시면 압니다 잘때도 쌤이하라는데로 하고 자니까 허리가 편해요 쌤 말 잘 듣고 모두 좋아지면 좋겠습니다 존경쓰~~
39,39,ㅏ
40,40,설명짱. 척추보호 짱. 감사합니다.
41,41,좋은 정보 감사합니다 수고하세요
42,42,감사합니다.자세하고 재미나서 더 쏙쏙들어오네요.일자목과 목디스크에 좋은자세와 운동도 알려주세요
43,43, 척추 건강 지키는 생활 습관 모아 모아 주셔서 감사합니당~
44,44,선생님 전달력 짱입니다 
45,45,오늘도 재미나고. 친절한설명잘들었습니다~♡선생님이몸을쓰면서 설명을하시니 더욱이해가잘되네요!!!오늘도 즐거운하루보내세요.감사합니다.♡♡
46,46,친절 자세한 설명 감사합니다 !!!
47,47,와~~선생님 꿀팀이네요 넘감사합니다 제가 해 봤는데요 정말 시원하네요 구독 좋아요 하고 갑니다~~
48,48,오늘강의는나한테 꼭 필요한말씀을하셨습니다노력하겠습니다 정말 감사합니다
49,49,식기세척기에 그릇을 넣는 순간 허리에 뻑 소리가 나며 주저앉았습니다 그 후 주사치료 도수치료 많이 받고 걷기도 해서 통증이 잡혔는데 그 원인을 여기서 알아가네요 숙인 자세에서 비트는 동작!!! 아 명쾌한 설명 감사드려요!!
50,50,이선생님 안녕하세요 반갑습니다 언제나 유익한 정보를 공유해 주시어 늘 감사합니다
51,51,너무 간다하고 정말 좋은 방법 알려주셔서 감사합니다^^
52,52,감사합니다많은  도움을  받았어요습관이  중요하다는것  ...알려주신대로  실천해야  겠네요♡
53,53,컴퓨터 전공인 아들이 허리 어깨가 아프다고 호소해 등뒤에 쿠션을 줬는데 밑에 깔고 앉으라 해야겠네요. 유익한 영상 만들어 나눠주심에 감사드립니다 .
54,54,선생님 척추건강정보진정으로 감사합니다요추3번압박골절입니다3주되었고요보존적치료에 도움되는영상 감사하겠습니다
55,55,감사합니다 ~~열심히 듣고 실천해서 통증없이 디스크  이겨내 보겠습니다 ~^
56,56,화이팅입니다!
57,57,몸무게에 따른 허리 하중 차이는 클까요? 다이어트 자극영상 한번 가시지요~
58,58,선생님영상  구독 좋아요하고 갑니다 전 12시간 맞교대임하고 서서하는 경호원입니다 나이 젊을땐 서있는것이 힘든줄모르고 마냥 서있었는데 요즘은 65살이되면서도  허리와 다리가 많이 안좋아요
59,59,딱 궁금했는데 넘 감사드립니다.
60,60,유익한 강의 감사드립니다.
61,61,정말 좋은정보 감사합니다~ ^^
62,62,알쏭달쏭 정확히  모르는  상식  상세히알았습니다그것도  쉽고  재밌게멋있어요.감사합니다.좋아요  구독  알림!!!!!!!오케~이  
63,63,아 실제생활에서자세한시범보이는설명정말감사합니다
64,64,박사님 멋져요.최고!
65,65,"지난주 디스크수술후 현재 입원상태인데, 유익한정보 정말 감사합니다"
66,66,정말 귀한정보 고맙습니다
67,67,많은 도움이 되었습니다   감사합니다 
68,68,유용한 영상 정말 고맙습니다.
69,69,강의 넘넘 멋집니다^^
70,70,원장님한테 치료한지가 3개월 되었네요.한번도 아픈적없이 덕분에 잘지낸것같아요.정말감사합니다.시술도 하기전에 허리가 나았으니.정말기쁘기도 하지만 원장님을 못뵐생각하니 섭섭하기도 합니다.삶의질을 높이게 해줘서 원장님 감사합니다.친절하게 상담도 잘해주시고 저 병도 낫게 해주셔서 정말 감사합니다
71,71,좋은 정보 좋은 영상 감사 합니다.
72,72,선생님 넘 재밌으세요 항상 웃어요 영상 보다가  성격이 쾌활 하세요골프 연습 한다고 심하게 한것이  후회되네요  지금부턴 쪼금만으로 바꿔야 겠어요  영상  대단히 감사합니다
73,73,응원합니다~ 즐거운 주말되세요
74,74,저는 1년전에 40키로 시멘트를 요령없이 힘으로 억지로 들다가 요추랑 양쪽 무릎이 빠직하더니 아직까지 통증이 남아있어요. 병원에서는 디스크 초기 증상이라고 합니다. 디스크가 옆으로 빠진건 아닌데 디스크 액이 흘러 나왔는지 척추 간격이 줄었더라구요. 그뒤로 척추 건강에 관심을 갖게 되었네요 ㅎㅎ 구독하고 갑니닷!
75,75,너무너무 유익한 정보 감사합니다 제겐 최고의 영상입니다
76,76,연기가 너무 리얼해서 재미있게 끝까지 봤어요 ^^ 즐거운 설명  감사합니다
77,77,최고입니다. 실천하고았는데 정말 좋아요. 감사합이다.
78,78,감사합니다.잘 기억해두고 교정하며 살아가야 되겠습니다.열강에 감사 드립니다.
79,79,원장님  정말 온몸을던지네요 넘 감사합니다
80,80,선생님 참으로 멋지십니다많은 도움입니다.짱 짱 이십니다.
81,81,감사합니다!!목소리도 정감이 가네요!!~~
82,82,아~~ 건강영상중에서 젤유익하고 잼나게본 영상이네요!
83,83,와~대박 짱 ~짱너무 많은 정보주셔서 감사합니다~^♡^
84,84,말씀이 시원시원 합니다 그리고 믿음이 갑니다
85,85,감사합니다 ♡
86,86,자세한 설명 감사합니다흙침대 쓰고있는데 수건말아서 편한 잠 시도해보겠습니다
87,87,"앉을때 엉덩이뒷쪽에 수건말아서 놓고 앉아서 몸무게가 다리로 가도록/허리숙이고 비튼 자세가 최악/척추가 받는 힘:똑바로 누우면 25kg 옆으로 누우면 75, 똑바로 서면 100,꾸부정 걸으면 150, 의자 똑바로 앉으면 140(가끔 일어나 허리 풀어야할 이유), 꾸부정 앉으면 185,허리숙이고 물건 집을때 220, 구부정 앉은자세에서 허리굽히며 물건집거나 신발끈 묶거나가 최악으로 270"
88,88,잘 배워갑니다 공유 할께요큰 도움이 될 것 같아요 ⚘
89,89,정말조은정보 가르쳐주어 감사합니다
90,90,감사합니다 선생님~
91,91,감사합니다
92,92,디스크 안터진 쪽으로 옆으로 누워자야덜 아프더라구요
93,93,골프 십년 넘게  치고 허리 팔굼치 연골 다 망가졌네요...이젠 골프도 못 치고 걷기 운동만 합니다 ㅎㅎ 치고 싶지만 참고내 몸은 소중하니까~^^영상 잘 보고 갑니다
94,94,멋쟁이 선생님 강의 잘 들었습니다..50대 후반인데요..철봉에 매달리는게 척추건강에 도움을 주나요?감사합니다
95,95,유익한정보 정말정말 감사합니다.
96,96,원장님 영상 넘잘  봤습니다항상   자상하게  알려주셔서   넘감사합니다저는  대구인데원장님은   어느지역에계신지요?   늘  궁금합디다   언제나영상으로도   상세이 알려주셔서   진심으로감사드립니다저는평생허리 땜에   힘들게살고있는  6학년7반입니다30대부터   힘들었습니다그래서  원장님 영상을보고   배운대로  실천하면서  살겠습니다이정도  아프다고병원가는것도  그래서운동하고  쉬면서하루 하루보내는중인데원장님  영상을   보게되어서  넘 행운입니다고맙고   감사합니다원장님  짱이예요^^영상 보고  또보고말씀대로   잘따라하는  학생 되겠습니다원장님   항상 건강만하시길   기원합니다영상  고맙습니다~^-^
97,97,"1. 끝에앉는것이 좋음. (수건을 놓는다)2. 손목부담을 위해 의자높이를 높여아래서 위로 향하듯이 타자, 마우스를 잡는게 좋음.3. 10분정도는 일어나 안구운동과 스트레칭을 해줘야함.1. ->오래앉으면 다리가 저리는 사람이 있을꺼예요. 다리받침이 나오는이유가 있죠. 그래서! 수건을 놓고 끝에앉는게 제일 좋음.4:31 마켓비에 제품이 잇어요.(무릎이 아픔...)"
98,98,와~~이경석 원장님~~~오늘도 잘보고 갑니다~~풴이예요~~~~~♡
99,99,대박 정보감사합니다
100,100,좋은 방법 알려주셔서 감사합니다
101,101,아... 유익한 가이드 감사드립니다.수건을 엉덩이에 까는 방법은 정말로 새롭고 대단합니다.
102,102,"선생님,앉았을때 다리를 올려두면 어떨까요? 저는 다리를 내려놓으면 넘 다리가 붓는 느낌나서 항상 어디다 올려놓고 앉거든요.."
103,103,다리 건강에는 좋을지 모르겠는데 허리를 세우고 앉기엔 어떨까요? 영상에서 설명드린 등받이에 비스듬하게 기댄 자세가 되기 쉬울것 같은데요.
104,104,허리건강정보 감사드립니다 반갑습니다~!!! 
105,105,감사합니다~
106,106,좋은 정보 감사합니다
107,107,허리 안구부리고 물건 드는 습관하면 허리근력을 안써서 약해지게 되죠허리근력을 키워주세요
108,108,ㅎㅎㅎㅎ 보다 보니 유익하고 재밌게 강의 하시나요~
109,109,영상 내용 너무 좋아요. 허심탄의 하게 알려주시네요. 아들이 게임 할 때 자세를 변환해주고 게임을한다면 허리에 충격이 덜하고 통증도 없을거 같아어 이 영상보내주었습니다.^^
110,110,핵심을 잘설명해주셨네요
111,111,너무 힘드시게 최선을 다 하시는 모습이 멋있어요감사히 잘 보았음다
112,112,박사님섬세한말감사드림니다말씀대로노력하겠읍니다감사합니다
113,113,뭘 비싼거사 ㅋㅋㅋ  너무 웃끼게 제일 재믿게 쉽게 말씀을 하네요 감사합니다 ㅋㅋ
114,114,나이가 먹으니 허리가 담붙고해서 치료하니 디스크가 있다 하시네요정보 감사합니다구독 열심히 들을게 감사합니다
115,115,감사합니다 
116,116,I am so glad to find your channel today. Thank you so much for your helpful information!
117,117,Wasn't it hard to understand since we didn't provide English subtitles? Thanks for watching.
118,118,You must have been difficult for you to understand. How did you understand it?
119,119,류마치스로 아플때 돌침대 쓰다가 어깨가 망가져  오십견으로 고생 엄청 했습니다 선생님 의견 맞습니다
120,120,근력운동을 생활화하는게 가장 베스트입니다허리에 부담 안가는 자세를 안할수는 없어서 근력운동으로 허리를 강화하면 안좋은 자세로도 허리가 버텨요
121,121,맞아요 내가 119네번 실려 갔었는데 네번다 꾸부려서 옆으로 뭔가 짚어 들을려다 그대로 실려 갔어요 영상보니까 확실하게 왜 그랬는지 이해가 됩니다  좋은정보 감사합니다.
122,122,디스크 터져서 동네 큰병원갔는데 원장님있는 병원이였네요 ㅋㅋ 심하게 터졌다는데 통증이나 저린게 없는.. 다행임 운이좋은건지 코어근육 때문인지 그저 다행이네요
123,123,쉽게 설명  감사  감사 합니다
124,124,디스크수술한지오래되었고~지금많이아픈데~자세한설명정말감사합니다~병원가면수술이나주사이런것만권하는데~정말감사합니다~제가서울에살면선생님찾아뵙겠는데너무아쉽네요~열정적인설명감사합니다
125,125,안녕하세요ㅎㅎ 선생님영상볼때마다 늘웃게돼요 ㆍ편하고 재밌고 알기쉽게배울수있어 늘감사드립니다 ~~^^
126,126,선생님  진짜 궁금한게 있네요제인생에 중요한거라  꼭  답변주셨으면 감사하겠습니다의자에  앉을때  전 90도로  앉으면 허리가 아파요근데  허리에  쿠션을 두고 120도로  앉으면  편하거든요이대로 오래  앉아도  괜찮을지 궁금합니다사실 제가 나이들어 학교에 공부하러 갈것같아서 그렇거든요
127,127,감사합니다 좋은 정보 올려 주셔서
128,128,안녕하세요저는 기도하느라 앉아있는자세가 많아요그러다가 앞으로 숙인답니다척추가 젤 싫어하는 짓을하는군요선생님..잘 배웠습니다감사합니다신경쓰고 유념하겠습니다** 맞는 말씀입니다그런 의자 살필요없죠
129,129,앉는방법 정말 효과적이네요
130,130,좋은  정보 새삼 놀랐네요ᆢ정말 감사합니다 ᆢ요즘 허리땜에 정형외과 다닌지 오래됐네요ᆢ한방병원도 다녔다ᆢ다시정형외과도 다니고ᆢ운동과 병행하는 치료가 좋겠네요ᆢ
131,131,운동과 자세가 명의입니다. 즐거운 하루되세요
132,132,잘배웠습니다감사합니다
133,133,"저는 작가입니다. 하루 15시간 책상에 앉아 일하는데요.이경석님의 수건대고 앉기 전의, 의자에 엉덩이 잔뜩 붙이고 허리펴고 앉기 자세로 앉아 일합니다.주변 동료들은 다 가지고 있는 허리통증 없습니다. 어떨 때는 20시간도 앉아있지만 역시 허리가 아픈 적은 없습니다.바른 자세는 매우 중요해요. 이경석님은 바로 앉기가 불가능하다고 말씀하시지만 일주일정도만 의식적으로 의자를 바싹 당겨 책상에 붙여 앉기를 시도하면나중에는 의식적이지 않아도 바른자세로 앉아있게 됩니다.의자를 당겨 앉으면 허리를 많이 굽히지 않아도 그림 그리기 가능합니다. 글쓰기도 컴도 가능하고요.이 자세가 얼마나 대단한 효력이 있냐면,20시간을 내리 앉아도 1도 허리 아프지 않던 저도등받이에서 등을 좀 뗀 상태, 엉덩이를 붙이지 않은 상태, 잠깐만 메일정도 확인하자며 대충 앉은 상태에서는15분만에 허리통증이 오더라고요.그러니 편법쓰지 마시고 ㅎㅎㅎ 등과 엉덩이를 바짝 붙이고책상에 완전히 당겨앉는 바른 자세를 연습하세요.등과 엉덩이를 바짝 붙여앉는다면, 허리가 좀 숙여져도 허리 아프지 않습니다.저도 집중하다보면 허리를 책상에 묻을 때가 있는데 그 와중에도 엉덩이와 엉덩이 윗부분 허리는 등받이에 대고 있고허리 아프지 않습니다.20살때부터 이 자세로 앉기 의식을 했고 지금은 나이 50입니다.지인들은 허리통증 얘기하지만, 저는 쌩쌩합니다.길게 보세요."
134,134,"질문1.물건을 들때, 30kg을 들면 무게를 더하면 되는건가요? 질문2. 30kg을 들고 걸어가면 어떻게 되나요?질문3. 30kg을 어깨높이까지 들어서 올려가지고 갈때는 어떻게 되나요?"
135,135,몸매도 안좋으신분이 애쓰시며 보기 쉽게 알려주시니 아하~ 하고 이해도 빠르고 바로 응용해 볼 수 있겠어요 진즉 알지 못했음을 잠시 아쉬워합니다이제라도 채널 알았으니 다행이겠쥬
136,136,정말 자세하게 알게도움주셔서 감사합니다 의자에 앉는자세만 바르게 하면 되는줄 알았는데 보강해야겠네 주의사항  다실천해야겠어요 진심으로 감사합니다
137,137,즐거운 하루되세요
138,138,선생닝.  너무 좋은  강의네요.  자세  비교까지
139,139,최고예요
140,140,고맙습니다 ~
141,141,설명은 잘해주시느데 귀엽게 하시네요 매일 만나는 이웃사촌 같네요 감사합니ㄷ
142,142,무조건 구독조아요제가 나쁜자세을 너무 많이 했네요조심 또 조심 해야겠습니다
143,143,영상 잘 봤습니다 많은 도움이 될것 같아요 귀여우십니다
144,144,맞는말이에요. . . 분노의 일갈  현실을 모르는 말이에요. . ㅋㅋㅋㅋㅋㅋ
145,145,구독&좋아요&알림설정으로 좋은 정보 나눔의  마음을 전합니다~^^
146,146,앉는 자세에 실제적 도움이 되는 강의 많은 도움이 되었습니다. 그러나 잘 때는 좀 비현실적이란 생각이 듭니다. 누가 보초 서며 베개와 수건을 받쳐주어야 겠네요. 더 현실적인 내용 연구 부탁드립니다. 감사합니다.
147,147,허리 통증때문에 뒤척이며 잠들지 못하는 분들이 잠들 수 있도록 도와주는 현실적인 내용입니다.
148,148,베개를 정말잘자베야 되더라구요방바닦에 자다가 척추 다 트러졌었요 또 쇼파없애고 나서 허리디스크 생기고 요가하다 몸 다 안좋아졌어요  걷는것이최고이고 쇼파 침대   있다가 버리면 그후로 디스크   일주일안에 바로옵니다
149,149,"샘, 질문이요.. 스트레칭시에 숙이고 옆으로 비틀잖아요. 그럼, 그 동작이 안좋다는 건가요?"
150,150,안좋은 자세 습관으로 설명드린 것은 같은 자세를 오랫동안 유지하기 때문에 척추에 지속적으로 자극이 되고 근육과 관절이 굳어버리는 자세를 말합니다. 스트레칭 동작은 해당 근육과 관절을 이완시키기 위한 짧은 시간의 동작이기 때문에 괜찮습니다. 물론 현재 디스크가 튀어나왔거나 협착증으로 통증이 심한 분들에겐 스트레칭도 조심하셔야 합니다.
151,151,댕큐~~닥터!  저에게 꼭 필요한 꿀정보예요
152,152,"고맙습니다.의자 뒤에 쿠션 두고 앉아서 일하는데 괜찮은건가요? 방석을 구입하고 싶은데 엉덩이쪽이 높은 방석이 있던데,어떤가요?"
153,153,등 뒤에 쿠션은 급한대로 나쁘지 않은 방법입니다. 방석 높이에 따라 달라집니다. 너무 높아도 불편할 수 있으니 직접 앉아보시고 오래 앉아도 편한지 느껴보셔야 합니다.
154,154,"재밌네요 , 말씀하시는 스타일에 완전 동감! 하하하  댕큐"
155,155,정말감사합니다ㅜ할머니쓰시는돌침대쓰고있는데 쓰그나서부터삭신이쑤시는데 땅박닥에서자는거랑같은거네요ㅜㅜ허리.무릎 곡선에 수건깔고 ㅜ근데옆으로자는경우에는 어떻게깔아야해요새우같이자는경우요
156,156,명상할 때의 가부좌 및 책상다리가 집중에 제일 적합한 자세라 하는데허리 및 무릎통증 유발하는 이유는 왜인지 알고 싶습니다.
