,Unnamed: 0,댓글
0,0,단재 신채호 선생은 역사학자입니다. 실증주의라는 단어조차 없던 시기에 만주벌판을 헤집으며 우리 상고사의 흔적을 찾고 과거 사실에 대한 철저한 고증을 시도했던 노력파 천재였습니다. 그런 면에서 선생의 역사관은 제대로 알려져야하고 철저히 검증되어야 합니다. 그럼에도 불구하고 주류역사학계는 신채호 선생이 독립운동가로만 대접받기를 바랍니다. 그의 역사관이 드러나지 않기를 지금도 바라고 있고 그렇게 만들고 있습니다.
1,1,"신채호는 그냥 유사학자였음 ㅋㅋㅋ 그리고 신채호는 고고학과 고인골 유전자도 모르던 사람이였음 ㅋㅋㅋ 하여간 왕명을 받들어 삼국사기를 편찬한 김부식>>>>>>>>>>>>넘사벽>>>>>>>>>>>>>>>신채호 ㅋㅋㅋ"
2,2," @고구려 백제 중국사들-전라왜구임나 일본사  ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그런 논리라면 김부식은 역사학자였고 무슨 고고학에 정통한 학자였나요?지금에 와서 신채호 선생에 대해 다른 의견들도 나오고는 있지만, 당시의 상황과 시대적 배경 등은 전혀 고려하지도 않고 말씀하시네요 ㅋㅋㅋㅋㅋㅋㅋㅋ그리고 신채호 선생이 쓰신 책을 읽어나 보셨는지도 모르겠네요 읽어 보셨으면 그렇게 단언 하는것도 웃기는 일일텐데"
3,3, @Chelsea  삼국사기 - 왕명을 받들어 편찬을 한 정사 문헌왕명을 받들어 쓴다는 것은 학식이 뛰어난 사람이 아니면 안됨그리고 왕명이 무슨 애?? 장난임?? ㅋㅋㅋ그리고 지금 우리나라 교과서들과 다른 역사 책들은 거의 전부 삼국사기를 바탕으로 서술을 해 놓은 책들임그에 반해 신채호는?? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 호호호호호호 ㅋㅋㅋ결론 : 김부식의 삼국사기>>>>>>>>>>>>>>>>>넘사벽>>>>>>>>>>>>>>>>>>>>>>>>>신채호 ㅋㅋㅋ 호호호호호호호 ㅋㅋㅋ
4,4, @고구려 백제 중국사들-전라왜구임나 일본사  지랄하지마라. 신채호 선생이 유사역사학자라고? 아가리 확 찢어불라. 어디서 잡소리를 해대냐? 너도 이호룡이 팬이냐?
5,5, @고구려 백제 중국사들-전라왜구임나 일본사  아그야. 김부식의 삼국사기를 다시 손 본 것이 조선초 중신들이여.
6,6, @투명한_알사탕  ㅇㅈ
7,7,참 답없는  인물   유사사학자라고 ?유사란 말  일본이 만들어낸 패권주의 언어 라고 이미 판명났고
8,8, @투명한_알사탕  조선 시대 삼국사기를 손보았다는 증거는 없습니다
9,9," @이도형  이덕무가 ""청장관전서"" '앙엽기'에 삼국사략을 설명하면서 기록한 부분을 살펴보시기 바랍니다."
10,10, @투명한_알사탕  그건 이덕무의 개인적 평가였죠 실제가 아니라
11,11,네 맞습니다 역사를 잊은 민족에게는 미래란 없다 진짜 뜻깊은 말입니다 절대 잊지 않겠습니다 신채호 선생님 뒤를 이어 민족을 위해 열심히 살겠습니다 감사했습니다
12,12,잊지 말아야 할 역사 감명 깊게 시청하였습니다. 감사합니다.
13,13,잊지말아야한다신채호선생님이 어떻게 돌아가셨는지얼마나 많은 희생을 하셨는지얼마나 위대한 분이셨는지 
14,14, @김영철  영철이가 영철이짓하네.
15,15, @김영철  너는 뭐냐?  뇌가 출장갔나?
16,16,단재 신채호 선생님!저희 대한민국의 영원한 스승님이십니다!
17,17,"아님 ㅋㅋㅋ 그냥 유사학자였음 ㅋㅋㅋ 그리고 신채호는 고고학과 고인골 유전자도 모르던 사람이였음 ㅋㅋㅋ 하여간 왕명을 받들어 삼국사기를 편찬한 김부식>>>>>>>>>>>>넘사벽>>>>>>>>>>>>>>>신채호 ㅋㅋㅋ"
18,18, @고구려 백제 중국사들-전라왜구임나 일본사  그럼 뭘 해야 진짜 학자임?
19,19, @박영준  고고학과 고인골 유전자를 알아야지 진정한 학자임그리고 대중의 입맛에 맞게 즉 인기영합주의식으로 말하고 가르치면 안됨그리고 어디 감히?? 왕명을 받들어 편찬을 한 김부식의 삼국사기와 일게 지 주관적인 해석이 다분한 사람과 비교를 함??왕명을 받들어 편찬한 정사가 애?? 장난 문헌임??
20,20, @고구려 백제 중국사들-전라왜구임나 일본사  매금~~그대는 학자세요???아님 전공자???아님 뭘까
21,21, @고구려 백제 중국사들-전라왜구임나 일본사  가짜 닉네임의 우마오당...
22,22, @bamboo me  뭐라고 하는 거야?? ㅋㅋㅋ역사를 쓰기 바람 ㅋㅋㅋ
23,23,단재 신채호 보단 자산 안확 선생님이 더 뛰어나셨음.
24,24, @고구려 백제 중국사들-전라왜구임나 일본사  그러면서 동북공정과 임나일본부설을 빠심? ㅉㅉㅉ
25,25, @이동연  무식은 죄라고 했음 ㅋㅋㅋ지금 고고학적으로 다 밝혀지고 있는데 거짓말 역사왜곡을 자꾸 하네 ㅋㅋㅋ그리고 임나일본부설이 아님전라도 왜국설이지 ㅋㅋㅋ그리고 동북공정?? 을 누가 함?? ㅋㅋㅋ고구려 백제 지역에서는 땅만 팟다고 하면 거의 100프로 중국풍의 것들밖에 안 나오는데 말이지 ㅋㅋㅋ공주 송산리 고분군만해도 장례풍습을 중국 도교 사상으로 했음 ㅋㅋㅋ너는 한민족들이 장례풍습을 중국풍으로 함?? ㅋㅋㅋ내가 그랬음삼국사기 일본서기 중국 문헌들을 읽어보고 역사를 쓰라고 ㅋㅋㅋ역사를 니 뇌피셜로 올리면 혼남 ㅋㅋㅋ 호호호호호호 ㅋㅋㅋ
