,Unnamed: 0,댓글
0,0,신부님 웃긴것만이 아니라 웃음속에 의미가 있어서 너무 즐거웠습니다~위트 있으신 신부님 보기만해도 행복합니다~감사합니다~^^
1,1,아멘 홍성남 신부님 ! 좋은 말씀 감사합니다 
2,2,신부님 언제 들어도 힘이 됩니다 감사합니다
3,3,소년같은 해학과 여유넘치는 유머의 재치와 웃음간만에 마니 박장대소 할뻔했습니다. 감사합니다.새해에도 마니 웃게 해 주세용ㅎㅎㅎ 
4,4,"주님,걱정되는 무거운 맘 주님께 맡겨드입니다.주님의 교회를 사랑합니다."
5,5,찬미예수님신부님 강론 감사합니다신부님 영육간에 건강하세요
6,6,신부님언제나들어도 마음을 울립니다 감사드립니다
7,7,찬미예수님..홍성남 신부님...강론 재미있습니다.기도하는마음.간절함이접함이.기도가.눈과귀을열어주십니다..아멘..
8,8,홍제동성부와 성자와성령으로 이름으로  아멘♡♡
9,9,홍성남 신부님은 제가 알고 있는 신부님들중에서 최고의 신부입니다!!!
10,10,신부님감사합니다처음부터 끝까지 혼자드르면서 얼마나 깔깔거리고 웃었는지 속이다 후련해요 영육간에 건강하시고 명동성당에 신뷰님 뵈러 가고 싶어요옳은 말씀. 공감가는
11,11,세실리아 찬미예수님! 신부님*대림 특강으로 신앙의 길잡이 되어 주심에 감사드립니다. 언제나 유쾌한 말씀 모처럼 소리내어 웃었네요.신부님*하느님 뜻 안에서 늘 건강하시고  주님의 이름으로 평화를 빕니다
12,12,김영실님 찬미예수님 사랑합니다
13,13, @영단 세실리아 반갑습니다. 추워지는 날씨 건강하시길  기도하며 주님 크신 자비와 사랑 기쁨 듬뿍 주님의  이름으로  평화를  빕니다
14,14,신부님♡  감사드립니다~!!!언제나  강건하시고  평화안에서  행복하십시요~
15,15,언제나 유쾌한 강의 행복한 강의 감사합니다♡
16,16,신부님 사랑합니다
17,17,아멘~~♡박장대소하며 살기를노력하겠습니다.
18,18,신부님영육간에 건강하셔요
19,19,신부님!너무 반갑습니다..잠실성당 처음 부임하셨을때아들둘이 복사 할때였거든요..이렇게 만나뵈니 감회가 새롭네요..좋은 말씀 감사합니다.
20,20,신부님  감사합니다  늘 힘을 얻습니다 건강하시길 기도드립니다
21,21,주님과 함께 
22,22,⁷
23,23,신부님!  감사드립니다!
24,24,주님과 함께 
25,25,찬미예수님  신부님을 뵌지가  아주 오래된것 같아요신부님 노래도 잘하세요하느님께서  많은  달란트를 주신것 같아요  신부님 영육간의 건강하시기를 기도하겠습니다 
26,26,홍성남신부님 강의재밉게 잘듣고 있어요말씀 이 저를많이성숙하게 성장시켜요신부님 영상 감사합니다 응원합니다 
27,27,건강하시길 기도드립니다. 감사합니다
28,28,신부님~아침부터 정말로 박장대소~ 감사합니다늘 건강하시고 방황하는 저희들의 길잡이 되소서~~
29,29,신부님 많은 도움이 되었습니다감사드립니다
30,30,신부님 행복합니다 감사합니다 간강하세요
31,31,신부님 ~ㅋ ㅋ ㅋ특강보면서 배꼽 빠진줄알았어요대박 웃겨요~파이팅하시고늘 건강하세용^♡^
32,32,신부님.약간 맛이 갔을 때 행복하다는말씀. 감사합니다 많이 웃고 살겠습니다.기쁨감사알렐루야
33,33,목소리도 좋으시고넘 잼나게 잘 들었습니다^^
34,34,말씀을 위트있게 풀어주시는 대단하신 능력자세요~신부님 존경합니다!️
35,35,지 느
36,36,제
37,37,신부님 감사합니다 강론 최고예요 
38,38,신부님 강의 행복 합니다
