,Unnamed: 0,댓글
0,0,"고프로 오디오 오류 정말 답이없네요.. 속상합니다현재는 새로운 카메라를 사용중이고앞으로 3편정도는 고생해야할거같아요후반부에 터키는 kind of Muslim country 라고 했는데 터키는 이슬람 신자가 많을뿐 무슬림 국가는 아님을 알려드립니다!🇹🇷🇰🇷Ben Türkiye ve dünya turu yapan Koreliyimgüzel manzara görmeyi ve yeni insanlarla tanışmayı seviyorumseyehat videolarımda Türkçe altyazı da var teşekkürlerI'm a Korean who Travel around the worldI love seeing beautiful scenery and meeting new people.My travel videos also have English subtitles, enjoy ! thanks"
1,1,오디오땜에 날린 영상 내가 더 아깝게 느껴집니다 아휴~아까워
2,2,고프로말고 머가좋은가요 유툽용은요
3,3, @봉쥬  
4,4, @인생은어느날갑자기사라지는것ᅳ독거인ᅳ  카메라는 잘 모르겠네요 
5,5,Miraç ile ayrıldığınız zaman ben bile üzüldüm ya. Birlikteyken çok fazla güzel anı biriktirdiniz . Umarım diğer şehirleri gezerken de karşına hep iyi insanlar çıkar ️  Gaziantep'ten sonra kendine belirlediğin bir rota var mı?  Bursa'ya da bekleriz :)
6,6,Sadly i have no plean to go to bursa cause i dont have any visa for now!Anyway thx for lovely comment️
7,7, @캐럿맨 여행기 Carrot man  Sorry to hear that.I hope you will come to visit Bursa one day. It would be better to eat Iskender kebab here.I wish you safe travels ️
8,8, @Tuçe  someday ️
9,9,Turkey is a secular state with no official religion. Freedom of religion and conscience is guaranteed by the country's constitution. Please dont confuse Turkey with other Middle Eastern countries. :) Your videos are so funny we love you Carrot Man
10,10,For sure man!I left my comment top of the my comment box!️️
11,11,"가지안테프시의 관광국장이 캐럿맨에게 크게 사례해야 할 듯...이렇게 정성스럽게 방문 도시를 홍보해주는데...ㅋㅋㅋ오늘도 친절하고 어여쁜 자매들과 함께 한 즐거운 영상 잘 보았습니다. 장비의 오류로 날라간 부분이 많다고 해서 매우 아쉽군요. 일정 시간마다 촬영분을 체크해봐야겠네요....ㅠㅠㅠ그런데, 터키는 저런 골목길 뒷길 후미진 이런 곳에서도 치안에 별 문제 없나요? 강도나 절도 범죄 뭐 그런 사고 없었나요?"
12,12,일단 가지안테프 치안은.. 저는 사고가 없었습니다만5일정도 여행해보고 느낀점은치안이 좋은 도시는 아닌거같아요실제로 시리아 꼬맹이들과 젊은 청년들한테해코지 당한적도 있었구여 ㅎㅎ물론 그x끼들 측은한 눈빛으로 바라봐주고저는 빠져나왔지만확실한건 이방인 여자 혼자서 관광할 도시는 못되겠다고 생각했네요
13,13,어디곳이나 빌런은 있지만 친절한 사람들이 더 많은건 분명한거같아요
14,14,"As long as Korea gets the news about Turkey from the American media, you will not be able to learn the truth about us and our country. You see what America wants you to see. America is the cancer of humanity, unfortunately..."
15,15,세자매분들이 제대로 작정하고 '가지안테프'의 멋진 음식문화를 소개해주셨네요. 진심으로 한국을 좋아하고 BTS를 좋아하고 캐롯맨님까지 좋아하는 것 같아요. 영상내내 웃는 모습이 아주 흐뭇합니다. 다음에 만나시면 새해복많이 받고 건강하라고 대신 전해주세요.
16,16,꼭 전해드리겠습니다!!ㅎㅎ다들 제 구독자라 이 댓글 아마 볼거에요 🇰🇷🇹🇷
17,17,kızlar cok nazikler:) sana iyi davrandıkları icin ariyetten ben de onlara teşekkür ediyorummm
18,18,Cok guzellll️
19,19,호수도 멋지고 강아지도 이쁘고 터키인들의 인심도 좋다
20,20,너무 행복한 하루였습니다!
21,21,터키분들 친절과 손님에 대한 대우는 세계 끝판왕 급
22,22,이건 입증된부분 입니다 ㅎㅎ 정말 환대의 국가에요그냥 민족성같아요
23,23,너무친철하고 이쁜 자매들 ️터키는 역시 형제의나라 군요️
24,24,ㅎㅎ
25,25,전주 시민 ㅎ 으로서 전주 얘기가 나오니 너무 반갑 ㅎ터키분들 정말 볼수록 친절하시네욧!터키하면 케밥만 떠올렸는데 캐럿맨 덕분에 여러가지 음식들 대리만족이네욧!오늘도 즐거운영상 감솨해욧!건강한 여행 되시구욧!
26,26,감사해욧 !!!!
27,27,"캐럿맨이 여행 유튜버로 뜰수밖에 없는이유재치있음 , 편집잘함 , 딕션좋음 , 자막웃김"
28,28,낄낄 감사합니다
29,29,여자랑 있을때 딕션이 극에 달함. ㅋㅋㅋㅋ
30,30,ㄹㅇ 다른 예능 프로그램처럼 불필요하게 화려하지도 않으면서도 B급 감성 편집 여행유튜버중엔 원탑임빠니같으면서도 캐럿맨의 색깔이있음
31,31,아름다운 자연 ~ 따뜻하고 멋진 사람들 ~~ 맛있는 음식 !!! 어후~~ 이나라 진짜 매력 터지고 이뻐서 어쩌나 ~!!!  지속적  터키 앓이중 ~~!!! 그리고 그곳에 짱짱 캐럿맨 !! 오늘도 이모든 것을 나눠주셔 감사합니다 
32,32,오늘도 사랑스러운 댓글 감사합니다재밌게 여행하고 영상 공유해드릴게요!!️
33,33,가지안테프 한국의 전주! 터키음식을 제대로 먹을수 있는곳이라고 알고있는데 언제 가시려나 했는데 드디어 가셨군요!! 터키음식의 진수!!
34,34,진수!!
35,35,En iyisini sen yapıyorsun yerli insanlar eşliğinde gezmek en doğrusu
36,36,Ooo i just like that trip️️ thanks
37,37,"2:15 Please if you visit Turkey (especially Istanbul)  try to avoid getting in taxi as long as you can. Drivers can trick even most local Turkish people in Istanbul . Public transport is very cheap and easy to use, don't be afraid to ask any question to people around you. Turkish people LOVE giving directions even if they don't know English much "
38,38,Got it!!!️ thhanks kanka!!!
39,39,금요일 저녁에 선물같은 영상♡캐럿맨님을 좋아하지 않을수 없어요 증말!이번영상도 편집하느라 고생하셨어요.오디오 오류땜시 더 속상했을듯ㅠㅠ근데 캐럿맨님 영상에 나오는 여성분들은 어떻게 이렇게 모두들 미인들만 나오시는건지ㅠ 같은여자가봐도 정말 예쁘세요~!! 아님 터키에 미인분들이 많으신건가? 세분의 아름다운 여성분과 같이 다닐때 영상내내 캐럿맨님은 행복해보이세요!!진짜 터키는 맛있는 음식이 많은것같아요.터키를 언제갈수있을지 모르겠지만 진짜 터키는 가봐야하는곳중 한곳같아요!!!오늘도 맛있는 영상 감사드리고~자막개그도 재미지고계속계속 캐럿맨님 영상이 기다려지는건 숨길수없는 사실이네요그래도 영상보단 건강이 먼저입니다!!캐럿맨 멋있다
40,40,마음도 이쁘고 얼굴도 이뻤던 자매들 ..안테프는 특히 정말 먹으러만 와도 충분한 도시더라구요 ㅎㅎ 중간중간시리아 친구들이 좀 루드하긴해도.. 항상 가다려주셔서 감사해요 !!정말 열심히 달리고있습니다기대많이해주세요️
41,41, @캐럿맨 여행기 Carrot man  그래요 먹는것만봐도 돌겠슴 ㅠ
42,42,마음이 따뜻해지는 영상 너무 좋다!음식 너무 맛있겠다 ㅠ 나중에 터키가면 꼭 먹어봐야지
43,43,가지안테프 쵝호..
44,44,오류 때문에 잘린 부분들이 넘 아쉽군요 ㅠ가지안테프 마르딘 디야바르크 이3도시도 가고 싶은데 철수 권고 지역이라 계속 고민이네요..현지분들 모두 친절하고 그렇게 위험해보이지 않는데..여러머로 고민됩니다
45,45,대부분 사람들이 친절하고 맛의 고장이지만서도밤에 돌아다니는건 추천 드리지않는건술취한 시리아 친구들이 많아서 혼자 다니면 위험할수는 있습니다!
46,46,"We saved the Syrians from the war, the whole world remained silent, they were helpless, we taught the whole of Europe a lesson in humanity. The sad thing is, they have destroyed Turkey's demographic structure, I hope they will integrate, they need time, Koreans have survived the war too, recently, helping all the victims, not only the Turks, humanity's duty."
47,47,"Miraç' la vedalaşma  Gaziantep' de otantik otel odası Kız kardeşlerle buluşma Gurme turu  güzel video,eğlenceli alt yazı, Havuç adam, yediğin baklavanın adı "" Havuç Dilimi"" , Türkiye' ye geleceğini duyunca sana özel yaptık . Hahaha!"
48,48,Hahaha you are so fun my friend! Always welcome to my channel️️️
49,49,가지안테프가 맛의 도시로 유명하다더니 대단하네요
50,50,맛있는 여행
51,51,Gaziantep yemekleri çok seviyorum
52,52,Antep is the best city for eating️️️
53,53,캐럿맨님 구독하고 영상 꾸준히 보는중인데 진짜 코로나 끝나면 가족들과 터키 꼭 가고싶네요.
54,54,제가 소개해두린곳중에 입맛대로 골라서 가시면 좋을거같아요ㅎ
55,55,"비켜라 으음~~ 유튜브 으음~~ 뿜고 갑니다!! 다양한 도시들과 문화, 터키는 넓고도 깊은 나라네요. 무거운 짐 짊어지고 고생하며 찍은 영상 정말 감사해요."
56,56,감사합니다 저는 지금 트라브존을 .. 향해..!
57,57,형님 오늘도 영상 챙겨봅니다~~ 진짜 매번 볼 때마다 업무 스트레스 싹 풀립니다ㅋㅋㅋㅋㅋ앞으로 행복한 영상 매번 올려주세요~!! 건강하시고요!
