,Unnamed: 0,댓글
0,0,기회가 돼면 올웨더타이어도 같이 비교해주면 괜찮을 듯 싶습니다.원터타이어는 겨울철마다 교체하고 또 다시 보관해야하는 불편함이 있는 최근 출시된 올웨더타이어는 윈터타이어랑 비교해보면 좋은 정보가 될지 않을까합니다.
1,1,4계절 타이어가 올웨더 잖아요.... 영상전체가 올웨더 타이어랑 비교를 하는 영상인데.... 위에 따봉눌르신 분들도 이해불가..;;
2,2, @이동욱  답글 달기전에 왜 저렇게 이야기를 할까? 최소한 내가 모르는 뭔가 다른게 있지않을까 검색해보세요ㅎㅎ 그럼 중간 이상은 갑니다ㅎㅎ 올웨더랑 사계절이 같다뇨ㅎㅎ 님이 더 이해불가ㅎㅎ
3,3, @skandy  놉! 둘은 다릅니다ㅎㅎ 오토뷰에서 올웨더 타이어 2종 비교 키너지 vs CC+ 리뷰도 했었습니다~~ 다른사람 수준 판단전에 본인 수준부터 확인하세요~~ㅎㅎ
4,4,올웨더와 올시즌은 다르죠....
5,5," @skandy  일반적으로 국내 유통되는 4계절 타이어는 올시즌이고, 올웨더라고 겨울 눈길에서 올시즌보다 좋은 접지력을 가지고 있는 타이어가 있습니다. 둘은 좀 다르죠^^"
6,6, @이동욱  욜웨더 올시즌 다름
7,7,그렇군요... 저도 차에 상당히 관심많은 사람이라 생각했는데.... 이것도 몰랐네요~ 알려주셔서 감사합니다!
8,8, @StringType God  올웨더 올시즌 다른건 첨알았네요. 제 무지함을 반성하며 댓삭튀합니다
9,9, @이동욱  비융
10,10, @이동욱  올웨더하고 올시즌하고 다릅니다.. 공부 좀..
11,11,"와 이건 진짜 인정해줘야한다.정말 정말 너무나 유익하고, 공영방송사는 좀 보고배우길 이런게 테스트다 진짜너무 고생하셨습니다."
12,12,","
13,13,진짜 양질의 영상에 환호 박수를 보냅니다.귀하고 값진 영상 보여주셔서 진심으로 감사드립니다. 퀴즈정답은 2번 한국도로공사.울릉도거주하며 지금도 눈밭이지만 타이어가 사계절이라 눈속에 파묻힌채 겨울나고있지만 이영상후에 내년엔 윈터타이어 교체를 꼭 해야겠습니다.타이어는 16인치라 해당사항없겠져ㅎㅎ
14,14,양질의 동영상 잘 봤습니다. 겨울철 운전에 많은 도움이 되는 영상임이 틀림없네요. 고생 많이 하셨습니다.
15,15,이렇게 직접 비교해주는 영상퀄에 놀랐습니다. 직접보니깐 윈터타이어 유무의 차이가 엄청 심하네요 고생많으셨습니다
16,16,진짜 궁금했던 내용인데 영상으로 깔끔하게 정리해주셨네요 감사합니다.
17,17,이야~~ 시간도 엄청 오래걸렸을 텐데 양질의 이런 컨텐츠를 위해 애써주셔서 너무나 감사합니다. 늦었더라도 윈터타이어를 껴야겠습니다. 기존차는 전륜 기반 차에 4짝 다 윈터타이어 끼니까 겨울을 아주아주아주 편하게 잘났던걸로 기억합니다. 오토뷰 흥해라!! 진짜 감사합니다
18,18,후륜 하나는 윈터 끼웠고 다른 후륜은 타이어 늦게 못구해서 눈오는날은 운행 안하네요 다른 사륜구동도 윈터 끼웠구요윈터 끼우니 확실히 안전하고 좋네요
19,19,지난 번 윈터타이어 영상에 이번 승용 윈터타이어 영상까지 정말 유익한 정보 감사드립니다. 겨울철에 눈 쌓인 도로만 보면 겁부터 먹었는데 영상보면서 윈터타이어의 중요성을 크게 깨달았습니다. 이번 영상의 퀴즈 정답은 2번 한국도로공사 입니다. 18인치 사용하는데 당첨되면 겨울이 무섭지 않을 듯 합니다.
20,20,역시 오토뷰다운 최고의 영상이네요! 머리로만 알고있는 내용을 눈으로 직접 비교하니 윈터타이어의 중요성을 다시 한번 실감하게 됩니다 좋은영상 감사합니다^^
21,21,운전자라면 대부분이 겨울철에 윈터타이어가 좋다는 것은 알고 있었겠지만 이렇게 눈으로 확인시켜주는 것은 받아드리는 것에 큰 차이가 있는 듯. 매우 유익한 정보같습니다.
22,22,좋은 영상 잘 봤습니다. 진심 모든 경우를 가정하여 준비하시고 고퀄 영상 정말 최곱니다. 그러나 궁금증이 생깁니다. 대부분 겨울 눈이 오면 알아서 조심 하지만 겨울에 가장 무서운건 블랙아이스라 생각 됩니다. 영상을 보며 윈터 타이어의 성능 완전 공감하지만 빙판에도 효과가 있는지 진심 궁금합니다. 대부분의 겨울 운전중 사고는 블랙아이스니까요.
23,23,빙판도 확실히 다릅니다. 특히 노르딕계통은요
24,24,와 최고의 컨텐츠 .. 정말 안전을 위해 너무 중요한 부분을 각인시켜 주네요!!
25,25,정말 모든 운전자들에게 값진 정보를 새해 첫날 주시는군요.. 윈터 타이어의 성능을 긴가민가 했었는데 이렇게 효과가 좋을줄 상상도 못했습니다. 영상 감사합니다.
26,26,윈터타이어로 겨울철 등판능력도 능력이지만 윈터를 낌으로 인해 제동과 조향성능이 급격히 향상되어 사고의 위험성이 현저히 줄어든다에 큰 의미를 둘수 있습니다.
27,27,예전에 차살때 리뷰 정말 많이 봤었는데요. 여전히 자동차 정보는 오토뷰가 최고네요~ 비교영상 정말 잘 봤습니다 감사합니다.
28,28,"정답:2번 한국도로공사, 눈길에 미끄러지는게 겁나서 후륜을 기피하는데이번 영상을 통해서 전륜도 윈터타이어 안끼면 후륜과 큰 차이 없다는 사실을 알게 되었네요.앉아서 편하게 영상을 보지만 제작진의 엄청난 노고가 뒤따랐을 거란 생각이 듭니다.퀄리티 높은 영상 잘 봤습니다^^"
29,29,후륜에 4륜 옵션이 짱이네 ㅋㅋㅋ
30,30, @양평아들  돈 내는 이유가 다 있죠 ㅎㅎ
31,31,디테일한 시험 아주 잘 보았습니다. 수고 많이들 하셨습니다^^ 국민들의 안전운전 지식이 늘어납니다^^
32,32,윈터는 매번겨울에 바꿔야되서 올웨더로 바꿨는데 이번 폭설에 큰차이 못느꼈어요ㅎㅎ 굳굳 추천함!눈에 비에 강하니 든든합니당
33,33,1차 테스트 영상과 종합해봐도 등판 능력은 4륜이 진짜 좋긴 하네요.
34,34,너무 너무 유익한 정보!!! 저는 타이어 전문점에서 윈터와 4계절 타이어를 바꿔끼며 타는데 비용은 들지만 눈밭에서 운전했을때 차이점을 몸소 체험해봐서 적극적으로 이용합니다. 이런 콘텐츠 넘 좋고 다른 운전자분들도 윈터타이어를 적극적으로 사용했음 합니다. 
35,35,타이어 바꿀 때 다른 타이어는 어디에 보관하는지 궁금합니다.
36,36,보관도해주나요?
37,37,꽁돈받아가세용
38,38,부산살면 바꿔 낄 필요없음 ㅋㅋ
39,39," @ffpt  부산울산, 경남해안은 뭐 그냥 후륜도 기온 낮을때 살짝 살짝 미끄러트리면서 타면 재밌죠ㅎㅎ"
40,40, @S BK  미친;
41,41,"Son unos de los mejores conciertos naugghty.Uno, no puede ir pero de tan solo verlos desde pantalla, se que estuvo sorprendente.Жизнь, как красивая мелодия, только песни перепутались."
42,42,한가지 더궁금한건.. 급한상황에서 타이어바람 빼고 주행하면 접지력이 올라갈텐데 눈길에서 차이가 얼마나 나는지 궁금하네요
43,43,차량 구매시  항상고민 하는 사항인데모든 조합을 보여주시니 정말 유익하네요
44,44,진짜 오토뷰 너무 멋집니다~ 최곱니다..  다른 차량리뷰체널은 아예 안보게 만들어주시네요ㅎㅎ
45,45,영상보는 내내 얼마나 고생하셨을지 상상했습니다~   추운 날씨에 좋은 정보를 만들어 주셔서 정말 감사합니다.
46,46,"브레이크 밟은 지점에서부터 동시촬영? 편집해서 1, 2, 3 차이나는 거 한번에 보여주는 영상편집 너무 멋있고 너무나 직관적입니다유튜브채널에서 이런 편집 처음 봤어요너무 재밌네요 감사합니다새해 복 많이 받으세요"
47,47,"정말 훌륭한 영상이네요.  요런 거는 지상파 방송보다 백배 나은 듯요.  좋은 실험,  좋은 정보   정말 감사합니다."
48,48,윈터 타이어와 사겨절용 타이어를 여름에 사용했을시 기능차이가 더 궁금해 지네요. 윈터타이어를 여름에 쓰면 오히려  제어능력이 오히려 떨어질지....
49,49,"너무 유익한 실험입니다. 오토뷰에서만 제작 가능한 영상이네요. 2022년에도 좋은 영상 기대합니다. 그리고 수도권의 경우 눈이 쌓여도 금방 제설되다보니 겨울 평균온도에서 마른노면에서의 여름, 사계절, 겨울 타이어에 대한 비교 실험도 진행되면 많은 도움이 될 것 같습니다."
50,50,이거에요 이거!눈길말고 영하온도의 마른도로 정말 긍금하긴합니다.
51,51,와~~ 좋은영상 감사합니다^^  윈터타이어가 답이네요~~  요즘 편리한 스노우체인이  나왔습니다 개별로 벨트처럼 하나씩 채우는거요 그건 여성분들도 할수 있을정도로 편하게 나왔던데 그것도 여유되시면 영상부탁드립니다^^
52,52,전세계 어디에서도 볼수없는 귀한 영상 자료이군요. 추후 교육영상으로 이 영상이 사용되었으면 좋겠습니다.추운날씨에 돈들여 누구도 감히 준비하지못했던 영상 제작하신다고 대단히 고생하셨습니다. 잘보겠습니다.정답2번 한국도로공사G80245ㅡ50ㅡ18
53,53,이런 영상이야 말로 오토뷰의 노고가 느껴지는 고퀄의 영상이네요 감사합니다
54,54,"세심하고 꼼꼼한 리뷰 잘봤습니다. 허나 가장 속터지는건 이런걸 보고서 ""에이 우리 동네는 눈 안와"" 혹은 ""요새 제설이 얼마나 빠른데!""라며 무시합니다. 추운날 마른 노면에서의 간단한 리뷰도 해주세요!"
55,55,좋은 정보 고맙습니다. 한 가지 아쉬움은 올웨더 타이어도 힘께 비교했으면 더 좋았을건데요.
