20807,Sentence: 870,조,NNG,O
20808,Sentence: 870,나,JX,O
20809,Sentence: 870,있,VV,O
20810,Sentence: 870,고,EC,O
20811,Sentence: 870,정작,NNG,O
20812,Sentence: 870,국방비,NNG,O
20813,Sentence: 870,는,JX,O
20814,Sentence: 870,50,SN,O
20815,Sentence: 870,조,NR,O
20816,Sentence: 870,ㅋㅋㅋ,IC,O
20817,Sentence: 870,ㅋㅋㅋ,IC,O
20818,Sentence: 870,ㅋㅋㅋ,IC,O
20819,Sentence: 870,ㅋㅋㅋ,IC,O
20820,Sentence: 870,ㅋㅋㅋ,IC,O
20821,Sentence: 870,ㅋㅋㅋ,IC,O
20822,Sentence: 870,ㅋㅋ,IC,O
20823,Sentence: 870,한,MM,O
20824,Sentence: 870,녀,NNG,O
20825,Sentence: 870,애,NNG,O
20826,Sentence: 870,미개,NNG,O
20827,Sentence: 870,씨,NNG,O
20828,Sentence: 870,발련,NNG,O
20829,Sentence: 870,들,XSN,O
20830,Sentence: 870,정신,NNG,O
20831,Sentence: 870,이,JKS,O
20832,Sentence: 870,나간,VV+ETM,O
20833,Sentence: 870,년,NNB,O
20834,Sentence: 870,들,XSN,O
20835,Sentence: 870,인,VCP+ETM,O
20836,Sentence: 870,게,NNB+JKS,O
20837,Sentence: 870,확실,XR,O
20838,Sentence: 870,한,XSA+ETM,O
20839,Sentence: 870,듯,NNB,O
20840,Sentence: 871,이건,NP+JX,O
20841,Sentence: 871,멍청,XR,O
20842,Sentence: 871,한,XSA+ETM,O
20843,Sentence: 871,거,NNB,O
20844,Sentence: 871,보여,VV+EC,O
20845,Sentence: 871,줄려고,VX+EC,O
20846,Sentence: 871,일부러,MAG,O
20847,Sentence: 871,실베,NNP,O
20848,Sentence: 871,올린,VV+ETM,O
20849,Sentence: 871,거,NNB,O
20850,Sentence: 871,지,VCP+EF,O
20851,Sentence: 871,?,SF,O
20852,Sentence: 871,ㅋ,IC,O
20853,Sentence: 872,노무현,NNP,O
20854,Sentence: 872,정권,NNG,O
20855,Sentence: 872,때,NNG,O
20856,Sentence: 872,인사,NNG,O
20857,Sentence: 872,를,JKO,O
20858,Sentence: 872,저,MM,O
20859,Sentence: 872,세끼,NNG,O
20860,Sentence: 872,들,XSN,O
20861,Sentence: 872,이,JKS,O
20862,Sentence: 872,문재인,NNP,O
20863,Sentence: 872,대선,NNG,O
20864,Sentence: 872,2,SN,O
20865,Sentence: 872,번,NNBC,O
20866,Sentence: 872,동안,NNG,O
20867,Sentence: 872,안,MAG,O
20868,Sentence: 872,건드렸,VV+EP,O
20869,Sentence: 872,다면,EC,O
20870,Sentence: 872,문재인,NNP,O
20871,Sentence: 872,측근,NNG,O
20872,Sentence: 872,인사,NNG,O
20873,Sentence: 872,는,JX,O
20874,Sentence: 872,절대,MAG,O
20875,Sentence: 872,아니,VCN,O
20876,Sentence: 872,란,ETM,O
20877,Sentence: 872,얘기,NNG,O
20878,Sentence: 872,다,VCP+EF,O
20879,Sentence: 872,ㅋㅋㅋ,IC,O
20880,Sentence: 872,ㅋㅋ,IC,O
20881,Sentence: 872,좃,NNG,O
20882,Sentence: 872,OOO,SL,O
20883,Sentence: 872,좃,NNG,O
20884,Sentence: 872,선,NNG,O
20885,Sentence: 872,개소리,NNG,O
20886,Sentence: 872,에,JKB,O
20887,Sentence: 872,휘둘리,VV,O
20888,Sentence: 872,는,ETM,O
20889,Sentence: 872,놈,NNB,O
20890,Sentence: 872,들,XSN,O
20891,Sentence: 872,수준,NNG,O
20892,Sentence: 872,부서,NNG,O
20893,Sentence: 872,ㅉㅉㅉ,UNKNOWN,O
20894,Sentence: 873,남,NNG,O
20895,Sentence: 873,의,JKG,O
20896,Sentence: 873,가정,NNG,O
20897,Sentence: 873,이혼,NNG,O
20898,Sentence: 873,하,XSV,O
20899,Sentence: 873,는,ETM,O
20900,Sentence: 873,데,NNB,O
20901,Sentence: 873,힘내,VV,O
20902,Sentence: 873,라든,ETM,O
20903,Sentence: 873,둥,NNB,O
20904,Sentence: 873,멋지,VA,O
20905,Sentence: 873,다,EF,O
20906,Sentence: 873,라는,ETM,O
20907,Sentence: 873,둥,NNB,O
20908,Sentence: 873,.,SF,O
20909,Sentence: 873,.,SY,O
20910,Sentence: 873,신랑,NNG,O
